text,labels
Ý là mấy má vã tới cỡ này luôn á hả = ) ) ?,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Ý là mai sáng coi r đi ăn sáng xong đi chơi . Tóm lại là ko đánh răng 🤣,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Ý là khỏi che mặt dc k . Tò_mò quá 😂,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Ý là đồ của Diễm còn bông đồ lồng_lộn hơn cô_dâu á : ) ) ),"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Ý là định cmt mà thấy cái huy_hiệu bị quãi á Dĩm,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Ý là đầu học học_sinh đít phụ_huynh , cãi nhau làm gì","[1,1,1,1,1,1,1,1,1,1,1,0]"
Ý là đang muốn giật chồng hoặc người_yêu của người_ta hả 🤔,"[1,1,1,1,1,1,1,1,1,1,1,0]"
"Ý là duyệt chương_trình có_thể chạy ra , chứ chương_trình chính_thức mà làm z thì bị chửi cũng không binh","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Ý là có biết xấu_hổ k z,"[0,0,0,0,0,0,0,0]"
ý là có biết xấu_hổ k z,"[0,0,0,0,0,0,0,0]"
"Ý là chừng nào chưa đăng_kí_kết_hôn thì là chưa vợ là đúng mà : ) ) ) ) . kể_cả có vợ cưới_xin r vẫn có đứa n táp như_thường 🤣 . ghê thiệc , ngta cũng phát mệt , chả nhẽ phải chửi thì mn mới dừg lại à ? hay_là táp ngta ghê hơn . vui thôi đừng đừg quá_trớn cắn sâu vào","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Ý là chưa cưới thì vẫn giật được ha gì ? Có cửa ôn 🙂,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
"Ý là bị mất_nết luôn Á ,","[0,0,0,0,0,0,0,0]"
Ý là bắt nhốt dc k,"[0,0,0,0,0,0,0,0,0]"
y đúc mấy chị ở xóm tôi . đố ai mà cản được . về độ ngoa_ngoắt khỏi phải bàn,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Ý của KD là đeo để truyền lửa cho các em đội_viên phấn_đấu để trở_thành_đoàn_viên hay sao á,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Y_con điêng,"[0,0,0,0]"
Y_chang mấy con xà niêng trong cty t Huỳnh_Thị Diễm_Ngọc,"[0,0,0,0,0,0,0,0,0,0]"
xxx video 🔞,"[1,1,0,1,0]"
"Xưa thông_tin còn hạn_chế nên mua đây là uy_tín nhất , dù mắc hơn 10 15 % , giờ nhiều đơn_vị cạnh_tranh giá quá , không còn ưu_thế nữa .","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xưa tao nhuộm tóc bận áo đoàn là bị đuổi thẳng cổ ra khỏi đội luôn . Tác_phong tóc_tai gọn_gàng khi bận áo đoàn . Chắc tao hơi cổ hữu nhỉ,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"xưa_nay có nhui dụ giết nguoi minh nghe sợi , nhưng hôm_nay nghe câu chuyen này minh đọc minh khóc , thuong gd chú , pháp_luật thí rất công_bằng nhưng lòng nguoi lại bạc bẻo ỷ có tiền , có thế_lực che_đậy tất_cả , những nguoi nghèo lúc_nào cũng thiệt , thương chú va gd sớm vượt qa khó_khăn này , kẻ ác thì phải trả_giá mong chú ra di_thanh_thản 🥹","[0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0]"
Xưa coi phim trùm cuối ... Tập cuối mới chết là hết phim luôn nè 🤣,"[0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0]"
"Xưa coi phim thấy mấy thằng ác kiểu gì cũng ko chết được , cứ bảo là hư_cấu giờ thì đúng thật .","[0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xưa anh bảo , nếu có tiền mua chứng của anh rồi quên nó đi : ) ) ) )","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xứ thiên_đường_cái lol gì cũng hơi tí là phạt,"[1,1,1,1,1,1,1,1,1,1,0]"
"Xử thật mạnh và thẳng_tay thằng tx và thằng nào xử_lý vụ này . Thằng xử vụ án này lúc trước cần thanh_lọc ra khỏi bộ_máy nhà nc và lãnh án trung thân . chỉ có vậy mới thỏa_lòng va hạn_chế dc tình_trạng tham_quan , tham_nhũng sau nay","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xử_phạt hành chánh liền,"[0,0,0,0,0]"
Xử nốt 2 thằng 1 con chửi cựu_chiến_binh nữa đi cho dân vừa_lòng,"[1,1,1,1,1,1,1,1,1,1,1,1,0]"
Xử nó,"[1,1,1,0]"
Xử luôn mấy a toàn án nữa,"[0,0,0,0,0,0,0,0,0]"
xử luôn mấy a toàn án nữa,"[0,0,0,0,0,0,0,0,0]"
"Xử lại mà ko xử công_bằng hay_là đổ lỗi cho người cha đã mất "" là thành_phần gây hiểm cho xã_hội nữa . . "" ? ? Cậy có chú làm trưởng công_an huyện rồi lách luật 1 cách trắng_trợn vậy . Vụ này mà ko xét_xử đàng_hoàng , công_bằng thì t cũng ạ cái Luật_Pháp này luôn . Phải t thì t tiễn hết mấy thằng liên_quan xong rồi t mới 44","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xử là phải xử bọn toà , công_an , vks . Những đứa tuyên tài_xế vô_tội kìa .","[1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0]"
"Xử không ra_hồn thì thằng nhóc 2 tuổi lớn lên cũng nối bước cha nó , trả_thù cho cha và chị , tin tao đi 😀 cái này là nợ_máu rồi","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xử ép thì phải chịu hậu_quả,"[0,0,0,0,0,0,0]"
"Xử dân đen làm gì có công_bằng chứ . Rất , rất và rất nhiều vụ rồi ,","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xử dân đen làm gì có công_bằng chứ rất rất và rất nhiều vụ rồi,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xử cho nó cái án nhẹ như lông loz là đc,"[1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
xử cho nó cái án nhẹ như lông loz là đc,"[0,0,0,0,0,0,0,1,0,1,1,0,0,0]"
Xử bắn ngay và luôn,"[1,1,1,1,1,1,0]"
Xử_án ntn tạo điều_kiện cho 3 / / / chống_phá cho mà coi,"[0,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Xuyên_táo sống bằng nuềm tin,"[0,0,0,0,0,0,0]"
Xuyến_Kim,"[0,0]"
Xuống đền_tội đi sống làm dì,"[0,0,0,0,0,0,0]"
xuống đền_tội đi sống làm dì,"[0,0,0,0,0,0,0]"
"Xuống âm_phủ , người cha xấu_số và cô con_gái đáng thương tiếp_tục đâm_đơn lên Diêm Vương_kiện đòi công_bằng .","[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xuốc ngày lên mạng cửng L mà tưởng hay,"[1,1,1,1,1,1,1,1,1,1,1,1,0]"
xui v tr,"[0,0,0,0,0]"
xúc vật numbr chân thời mạt páp dòng_họ nó sẽ trã qũa,"[1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0]"
Xúc vật 2 chân thời mạt páp dòng_họ nó sẽ trã qũa,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]"
Xúc_động vô_cùng !,"[0,0,0]"
xuất_viện về ko chết mà còn được cái giấy tâm_thần là ổn_định luôn 😁 😁 😁,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xuất_sắc . . quá đẹp_đôi,"[0,0,0,0,0]"
Xuất_sắc,"[0,0]"
Xuân_Phongn,"[0,0]"
"Xuân_Lệ , Tuyết_Nhi ơi , e ở đâu","[0,0,0,0,0,0,0,0]"
Xuân_Lan Hồng_Dương Hồng_Diệp Linh_chi ở chỗ mô tìm mãi không ra .,"[0,0,0,0,0,0,0,0,0,0]"
Xuân_Khang tk mầm nói ít người đâu dô đây,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Xuan_Lan đang nằm ở đâu trong đống này 😂,"[0,0,0,0,0,0,0,0,0,0]"
Xu điên lên được,"[0,0,0,0,0,0]"
Xời,"[0,0,0,0]"
Xổng chuồng chưa kịp nhốt 😁,"[0,0,0,0,0,0,0,0,0]"
Xổng chuồng à ?,"[1,1,1,1,1,0,0]"
Xồn xồn lên thế,"[0,0,0,0,0,0,0,0]"
Xồn xồn lên như nước nóng đổ vô lol,"[1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
xộn lào quá hà : ) ) ) 1 chai bán 1tr giảm còn 300k hai chai : v hàng giả chính hãng nha cả nhà : v,"[1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0]"
Xôm_😆,"[0,0]"
xôm,"[0,0,0,0]"
Xót_xa và căm fẫn bọn cầm cán_cân công_lý nhưng lại fạm luật vì tiền . Tiêu tiền trên mạng sống của đồng_loại . 1 tội_ác không_thể dung_thứ Sài_Gòn 24h,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xót_xa quá cầu_mong 2 cha con_em sớm siêu_thoát ,","[0,0,0,0,0,0,0]"
Xót_xa quá,"[0,0]"
Xong rôi ra viên lam giây xác_nhận thương_tật nặng mất_trí_nhớ cũng_nên,"[1,1,1,1,1,1,1,1,1,0]"
Xong mỗi lần chửi con lại bảo ko biết mày giống ai,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xong lễ 30 / 4 thì các cán_bộ liên_quan đến xét_xử huyện với tỉnh này ăn_không ngon ngủ không yên ...,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xong lễ 30 / 4 bộ công_an nên vào_cuộc điều_tra làm rỏ nguyên_nhân nếu có ai chống lưng ức_hiếp người dân thì trừng_trị thích_đáng . Để người dân an long với quê_hương đất_nước,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xong 30 - 4 rồi đẩy vụ này lên nào mn,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xóm mình day thang như nay,"[0,0,0,0,0,0,0,0]"
Xl con_gái mẹ m ra đường t rập đá chêt mẹ m,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
xl con_gái mẹ m ra đường t rập đá chêt mẹ m,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
xl chứ k dám coi hết video tại mắt cỡ giùm kkk,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xl_cc,"[0,0]"
Xĩu_ngang,"[0,0]"
Xíu 5h em đi thì còn cơ_hội cho em ko : ) ) ) ),"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xinloi trên fb ăn loz à , tới tận nơi của bác cựu_chiến_binh đó để quỳ xuống mà xin_lỗi thì may_ra còn đc","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xinh xỉu 🥰 🥰,"[0,0,0,0,0,0]"
Xinh_tươi lung_linh luôn ạk ✨ ❤ 🥰,"[0,0,0,0,0,0,0,0]"
Xinh quá ạ,"[0,0,0,0,0]"
xinh quá,"[0,0,0,0]"
Xinh à nha,"[0,0,0,0,0]"
Xin xin cái cê,"[0,0,0,0,0,0,0]"
xin xin cái cê,"[0,0,0,0,0,0,0]"
Xin view 2 idol tóp_tép này đi để sao này còn tránh,"[0,0,0,0,0,0,0,1,1,1,1,1,0]"
xin video ad ơi,"[0,0,0,0,0,0]"
Xin video,"[0,0,0,0]"
Xin_phép gọi cô là thứ n ứ n g ngứa_mắt quâ,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Xin_phép đc cười tml này 1 cái . Nó phải sống sống thực_vật để trả nghiệp đời . Chỉ thương 2 bố con đã mất thôi,"[0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin nghiêng_mình trước một người làm cha như thế . Thành_kính tiễn_đưa anh .,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xin nghành công_an nên ra luật xử_lý thật nặng đối_với những tên ma_túy đá như thế này , thật quá nguy_hiểm cho xã_hội , cảm_ơn .","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin mời lên phường uống trà,"[0,0,0,0,0,0,0,0]"
Xin mọi người chia_sẻ để cho các cấp chính_quyền vào_cuộc đoi lại công_lý cho 2 cha con làm cha làm mẹ xem và nghe nhói lòng lắm mọi người ạ,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xin_lửa , nếu chỉ tai_nạn bth thì chắc ko tới nỗi trả_thù","[0,0,0,0,0,0,0,0,0,0,0,0]"
"Xin lũi anh , nhưng sao e thấy dịu hơn vợ a nữa anh : ) ) )","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xin_lỗi , nhưng mà Tưởng chạy giặc ko á 🤣","[0,0,0,0,0,0,0,0,0,0,0]"
Xin_lỗi xong là thôi à thằng md này : ),"[0,0,0,0,0,1,1,1,0,0,0,0]"
Xin_lỗi vì thật_sự cảm_thấy có lỗi ❌ Xin_lỗi cho có ✅,"[0,0,0,0,0,0,0,0,0]"
"Xin_lỗi vì cdm chỉ_trích chứ có biết sai đâu , dm nhìn cái miệng cỡ đó là không ăn_thua rồi 😡","[0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0]"
Xin_lỗi vì bị phát_hiện 😑,"[0,0,0,0,0]"
xin_lỗi vì bị phát_hiện,"[0,0,0,0]"
"Xin_lỗi vì bị lên_án 😏 , xin_lỗi vì bị phát_hiện thôi","[0,0,0,0,0,0,0,0,0]"
xin_lỗi vì bị lên_án xin_lỗi vì bị phát_hiện thôi,"[0,0,0,0,0,0,0]"
Xin_lỗi vì bị cộng_đồng mạng share chứ k phải xin_lỗi các bác cựu_chiến_binh,"[0,0,0,0,0,0,0,0,0,0,0]"
xin_lỗi vì bị cộng_đồng mạng share chứ k phải xin_lỗi các bác cựu_chiến_binh,"[0,0,0,0,0,0,0,0,0,0,0]"
xin_lỗi vì bị chười à đáng_ra phải lại tới nhà numbr bác đó xin_lỗi người cần xin_lỗi là numbr bác đó chứ ko phải cộng_đồng mạng,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin_lỗi vì bị chười à ... Đáng_ra phải lại tới nhà 2 bác đó xin_lỗi ... Người cần xin_lỗi là 2 bác đó chứ ko phải cộng_đồng mạng,"[0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin_lỗi vì bị cđm chỉ_trích chứ chưa chắc gì nó đã biết mình sai nữa,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xin_lỗi vì bị cđm chỉ_trích chứ chưa chắc gì nó đã biết mình sai nữa,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xin_lỗi thì trân_trọng , riêng m thì có cut , chị toxic nhiều quá nên vâyk chứ gì","[0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin_lỗi tại thời_tiết : ) ) ),"[0,0,0,0,0,0,0]"
xin_lỗi tại thời_tiết,"[0,0,0]"
Xin_lỗi rồi cđm xem sao kìa,"[0,0,0,0,0,0,0,0,0]"
xin_lỗi rồi cđm xem sao kìa,"[0,0,0,0,0,0,0,0,0]"
Xin_lỗi r có sửa đc cái nết ko hay là xin_lỗi cho_qua chuyện,"[0,0,0,0,0,0,0,0,0,0,0,0]"
xin_lỗi r có sửa đc cái nết ko hay là xin_lỗi cho_qua chuyện,"[0,0,0,0,0,0,0,0,0,0,0,0]"
xin_lỗi nhưng văn là Al : ) ),"[0,0,0,0,0,0,0,0,0]"
xin_lỗi nhưng văn là al,"[0,0,0,0,0,0]"
Xin_lỗi nhưng dùng văn do AI soạn 😏,"[0,0,0,0,0,0,0,0,0]"
xin_lỗi ng cần được xin_lỗi chưa uổn cho cái tên hay mà nhân_cách như rác thôi đổ_thừa tác_động ngoại_cảnh đi trong đầu phải có nghĩ thì miệng mới thốt ra được,"[0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin_lỗi muôn rồi không tha_thứ được vô_đạo Đức_Giang sang dễ đổi bản_tính khó voi việc vậy không làm được thì làm được việc gì,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xin_lỗi mng chửi bậy tí nhưng mà đm cứ phải numbr chày không thuộc hát quốc_ca thêm numbr chày không biết nhảy thêm numbr chày nữa,"[0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xin_lỗi mng chửi bậy tí nhưng mà đm cứ phải 50 chày , không thuộc hát Quốc_ca thêm 20 chày , không biết nhảy thêm 20 chày nữa","[0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin_lỗi mà hết chuyện thì lê văn luyện đã k đi tù,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
xin_lỗi mà dễ thế_thì t đã qlai với ngyeu cũ r = ) ),"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xin_lỗi mà dễ thế_thì t đã qlai với ngyeu cũ r,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin_lỗi là xong thì k cần công_an,"[0,0,0,0,0,0,0]"
xin_lỗi là xong thì k cần công_an,"[0,0,0,0,0,0,0]"
xin_lỗi là vc của m còn tha_thứ hay ko là vc của mn mang_tiếng gia_đình có truyền_thống tốt_đẹp mà vẫn để cho mất kiểm_soát ngôn_ngữ đc thì đừng lấy cái lý_do numbrp bốc_đồng gì đấy r hối_hận j nx,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin_lỗi kiểu này đuổi học là nhẹ nhất nhé,"[0,0,0,0,0,0,0,0,0,0]"
xin_lỗi không cho góp_ý là xin_lỗi suôn cho_qua chuyện không tha được,"[0,0,0,0,0,0,0,0,0,0]"
Xin_lỗi khi bị bắt_lỗi chứ không phải xin_lỗi vì nhận thấy bản_thân sai 🙂,"[0,0,0,0,0,0,0,0,0,0,0,0]"
"Xin_lỗi gì lời_nói xúc_phạm như vậy xin_lỗi là xong ak , trong khi đó ko dám đưa cái mặt ra để nói , liệu nó có dám đối_mặt với thực_tế ko hay chỉ là viết vài câu xong xin_xỏ cho_qua mọi chuyện như_vậy , , ,","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xin_lỗi gì lời_nói xúc_phạm như vậy xin_lỗi là xong ak trong khi đó ko dám đưa cái mặt ra để nói liệu nó có dám đối_mặt với thực_tế ko hay chỉ là viết vài câu xong xin_xỏ cho_qua mọi chuyện như_vậy,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin_lỗi đéo gì bọn tao đến mà xin_lỗi các cựu_chiến_binh kia kìa đến các nghĩa_trang liệt_sĩ mà thắp nhang cho các cụ rồi tự hối_lỗi đi cho chúng_mày ăn_học rồi chúng_mày đối_nhân xử_thế như vậy cơ à,"[0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xin_lỗi đéo gì bọn tao đến mà xin_lỗi các cựu_chiến_binh kia kìa đến các nghĩa_trang liệt_sĩ mà thắp nhang cho các cụ rồi tự hối_lỗi đi cho chúng_mày ăn_học rồi chúng_mày đối_nhân xử_thế như vậy cơ à,"[0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin_lỗi cộng_đồng mạng làm gì thế - ) ),"[0,0,0,0,0,0,0,0,0]"
xin_lỗi cộng_đồng mạng làm gì thế,"[0,0,0,0,0,0]"
Xin_lỗi còn đ ra_hồn học_hành tử_tế ko có ai vậy hết gia_đình m đẹp_mặt lắm mới đẻ đứa con như m,"[0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin_lỗi cc cút,"[0,1,1,0]"
xin_lỗi cc cút,"[0,1,1,0]"
Xin_lỗi cc,"[0,1,0]"
xin_lỗi cáilol có_ăn có_học đéo phải bọn numbr đâu mà kpit suy_nghĩ,"[0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0]"
Xin_lỗi cáilol 😌 có_ăn có_học đéo phải bọn 3 / / / đâu mà kpit suy_nghĩ,"[0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0]"
xin_lỗi cái tiên_sư nhà m soạn văn mẫu à đi gặp trực_tiếp mà dập đầu tạ tội,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xin_lỗi cái đkmnm,"[0,1,1,1,1,0]"
xin_lỗi cái đkmnm,"[0,1,1,1,1,0]"
Xin_lỗi cái địt cụ nhà mày !,"[0,1,1,1,1,1,1,1,0]"
Xin_lỗi cái dmm thể_loại có_ăn_học mà như kẻ vô_học . . Cái loại này lớn lên trừ khi nhà 3 mẹ giàu thì nát . . Ăn cháo đá bát,"[0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0]"
xin_lỗi cái dmm thể_loại có_ăn_học mà như kẻ vô_học cái loại này lớn lên trừ khi nhà numbr mẹ giàu thì nát ăn cháo đá bát,"[0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0]"
"Xin_lỗi cái db , cứ sai xong xin_lỗi thì lại dễ quá nhỷ","[0,0,1,1,0,0,0,0,0,0,0,0,0,0,0]"
"Xin_lỗi các bác mà mày đã xúc_phạm á , chứ lên mạng xin_lỗi trên này làm gì ? ! Các bác có nhận được lời xin_lỗi từ mày chưa , mà có nhận đc thì nên đi du_học đi nha , ở Việt_Nam ko chấp_nhận thể_loại có lối sống và tư_duy đạo_đức như mày đâu .","[0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
xin_lỗi các bác mà mày đã xúc_phạm á chứ lên mạng xin_lỗi trên này làm gì các bác có nhận được lời xin_lỗi từ mày chưa mà có nhận đc thì nên đi du_học đi nha ở việt nam ko chấp_nhận thể_loại có lối sống và tư_duy đạo_đức như mày đâu,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xin lạy 🫡 🫡 🫡,"[0,0,0,0,0,0,0]"
xin lạy,"[0,0,0,0]"
Xin in4 con vô_duyên này với ạ,"[0,0,0,0,0,0,0,0,0]"
Xin hỏi 2 má này đã vào đồn chưa ạ ? Khung quá_thể,"[0,0,0,0,0,0,0,0,0,0,0,0,1,0]"
"Xin hãy lấy lại công_bằng cho gia_đình bé , bác tô ơi bác có thấy những người nghèo phải chịu những chuyện như thế này không","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin hãy giữ tự_trọng . 🙂 🙂 🙂,"[0,0,0,0,0,0,0,0,0]"
Xin giữ tự_trọng 😂,"[0,0,0,0,0]"
Xin FB của idol,"[0,0,0,0,0,0]"
Xin đừng nói gì khi chưa biết tường_tận vấn_đề,"[0,0,0,0,0,0,0,0,0]"
Xin đừng ném đá chị . Cũng chỉ vì iu nước thôi mà,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin đừng che mặt . Để họ dc nổi_tiếng ... . tiếng xấu,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin công_lý cho những người nghèo,"[0,0,0,0,0,0,0]"
Xin clip vụ bé gái mất . Đúng sai khi đó mới chửi đc . Nghe trên đây rối quá,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin cho sự công_bằng,"[0,0,0,0,0]"
xin cho sự công_bằng,"[0,0,0,0,0]"
xin cho pháp_luật đc thực_thi để 2 ba con ra đi thanh thảng 🙏 🙏 🙏,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xin chia buồn với gia_đình bé và người cha dũng_cảm đòi lại công_bằng cho bé_con . Rất tiếc anh đã hơi vội khi chưa kiểm_tra lại thằng khốn đó nó chết hẳn chưa , rồi hả tự_sát .","[0,0,0,0,0,0,0,0,0,0,0,0]"
Xin Chia buồn cùng gia_đình rồi cũng có ngày loài ra thôi,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin chân_thành chia buồn cùng gia_đình,"[0,0,0,0,0,0]"
xin chào,"[0,0,0,0]"
Xin cc ak,"[0,0,1,0,0]"
Xin cam on .,"[0,0,0,0,0,0]"
Xin cái qq nè m,"[1,1,1,1,1,1,1,0]"
Xin cái mả nhà mày . Bố_láo quen sướng mồm xin_lỗi . Chuyền thống cái mả nhà mày . Dễ với mày quá,"[0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0]"
xin cái mả nhà mày bố_láo quen sướng mồm xin_lỗi chuyền thống cái mả nhà mày dễ với mày quá,"[0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0]"
Xin cái L ! Sinh ra trong gia_đình cách_mạng mà thấy quân_nhân cựu_chiến_binh mà căng mõm lên vậy khác gì bảo nhà ko dạy dc m 🙂,"[1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
