text,labels
"Ý là qua t coi clip thấy cũng hài hài, nma t ko đọc cmt","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Ý là qrtd á=),"[0,0,0,0,0,0,0,0,0,0]"
ý là người ta có bồ có ny rồi dm máu tiểu tam vào máu chúng m à hay dựa hơi diễu binh mà nhoi hết lên,"[0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Ý là ngta là ny còn mình không là gì :),"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Ý là nghĩ bản thân có cửa hay gì ? Cái giá của con gái đâu ? Nhìn lạu bản thân xem bằng ny của anh kia chưa , ny anh ấy cỡ đó còn chưa được dẫn về nhà ra mắt thì mấy cô cỡ nào đòi chen vào vậy 🥴 thêm cả nếu anh ấy bỏ ny hiện tại hay cắm sừng ny hiện tại thì mấy cô lấy gì để k thành kẻ bị đá trong tương lai , vì mấy cô hãm l như thế mừ xem báo Trung lẫn CĐM bên Trúng nói con gaia Việt Nam thèm khát trai Trung , Lính Trung như thế nào","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Ý là mình cũng đi xem hôm sơ duyệt thấy mấy bạn nữ hú hét ban đầu thấy cũng mắc cười mà về sau thấy hơi vô duyên á. Lại còn đăng đàn lên mạng tấn công ng ta và gia đình người ta nữa vô duyên x10. 🙂 bơn bớt đi, gái gú gì k có liêm sỉ","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Ý là mình bị phiền á trờiiii,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Ý là mấy má vã tới cỡ này luôn á hả =))?,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Ý là mai sáng coi r đi ăn sáng xong đi chơi. Tóm lại là ko đánh răng 🤣,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Ý là khỏi che mặt dc k. Tò mò quá 😂,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Ý là đồ của Diễm còn bông đồ lồng lộn hơn cô dâu á :))),"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Ý là định cmt mà thấy cái huy hiệu bị quãi á Dĩm,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Ý là đầu học học sinh đít phụ huynh, cãi nhau làm gì","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Ý là đang muốn giật chồng hoặc người yêu của người ta hả 🤔,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
"Ý là duyệt chương trình có thể chạy ra, chứ chương trình chính thức mà làm z thì bị chửi cũng không binh","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Ý là có biết xấu hổ k z,"[0,0,0,0,0,0,0,0,0,0]"
ý là có biết xấu hổ k z,"[0,0,0,0,0,0,0,0,0,0]"
"Ý là chừng nào chưa đăng kí kết hôn thì là chưa vợ  là đúng mà :)))).kể cả có vợ cưới xin r vẫn có đứa n táp như thường 🤣.ghê thiệc,ngta cũng phát mệt,chả nhẽ phải chửi thì mn mới dừg lại à?hay là táp ngta ghê hơn.vui thôi đừng đừg quá trớn cắn sâu vào","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Ý là chưa cưới thì vẫn giật được ha gì? Có cửa ôn 🙂,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
"Ý là bị mất nết luôn Á,","[0,0,0,0,0,0,0,0,0,0]"
Ý là bắt nhốt dc k,"[0,0,0,0,0,0,0,0,0]"
y đúc mấy chị ở xóm tôi. đố ai mà cản được. về độ ngoa ngoắt khỏi phải bàn,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Ý của KD là đeo để truyền lửa cho các em đội viên phấn đấu để trở thành đoàn viên hay sao á,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Y con điêng,"[0,0,0,0,0,0]"
Y chang mấy con xà niêng trong cty t Huỳnh Thị Diễm Ngọc,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xxx video 🔞,"[1,1,0,1,0]"
"Xưa thông tin còn hạn chế nên mua đây là uy tín nhất, dù mắc hơn 10 15%, giờ nhiều đơn vị cạnh tranh giá quá, không còn ưu thế nữa.","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xưa tao nhuộm tóc bận áo đoàn là bị đuổi thẳng cổ ra khỏi đội luôn. Tác phong tóc tai gọn gàng khi bận áo đoàn. Chắc tao hơi cổ hữu nhỉ,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"xưa nay có nhui dụ giết nguoi minh nghe sợi , nhưng hôm nay nghe câu chuyen này minh đọc minh khóc , thuong gd chú ,pháp luật thí rất công bằng nhưng lòng nguoi lại bạc bẻo ỷ có tiền , có thế lực che đậy tất cả , những nguoi nghèo lúc nào cũng thiệt ,thương chú va gd sớm vượt qa khó khăn này , kẻ ác thì phải trả giá mong chú ra di thanh thản 🥹","[0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xưa coi phim trùm cuối ... Tập cuối mới chết là hết phim luôn nè🤣,"[0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0]"
"Xưa coi phim thấy mấy thằng ác kiểu gì cũng ko chết được, cứ bảo là hư cấu giờ thì đúng thật.","[0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xưa anh bảo, nếu có tiền mua chứng của anh rồi quên nó đi :))))","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xứ thiên đường cái lol gì cũng hơi tí là phạt,"[1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
"Xử thật mạnh và thẳng tay thằng tx và thằng nào xử lý vụ này.Thằng xử vụ án này lúc trước cần thanh lọc ra khỏi bộ máy nhà nc và lãnh án trung thân .chỉ có vậy mới thỏa lòng va hạn chế dc tình trạng tham quan,tham nhũng sau nay","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xử phạt hành chánh liền,"[0,0,0,0,0,0,0]"
Xử nốt 2 thằng 1 con chửi cựu chiến binh nữa đi cho dân vừa lòng,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Xử nó,"[1,1,1,0]"
Xử luôn mấy a toàn án nữa,"[0,0,0,0,0,0,0,0,0]"
xử luôn mấy a toàn án nữa,"[0,0,0,0,0,0,0,0,0]"
"Xử lại mà ko xử công bằng hay là đổ lỗi cho người cha đã mất ""là thành phần gây hiểm cho xã hội nữa..""?? Cậy có chú làm trưởng công an huyện rồi lách luật 1 cách trắng trợn vậy. Vụ này mà ko xét xử đàng hoàng, công bằng thì t cũng ạ cái Luật Pháp này luôn. Phải t thì t tiễn hết mấy thằng liên quan xong rồi t mới 44","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xử là phải xử bọn toà , công an , vks. Những đứa tuyên tài xế vô tội kìa .","[1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0]"
"Xử không ra hồn thì thằng nhóc 2 tuổi lớn lên cũng nối bước cha nó,trả thù cho cha và chị,tin tao đi 😀 cái này là nợ máu rồi","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xử ép thì phải chịu hậu quả,"[0,0,0,0,0,0,0,0,0]"
"Xử dân đen làm gì có công bằng chứ. Rất, rất và rất nhiều vụ rồi,","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xử dân đen làm gì có công bằng chứ rất rất và rất nhiều vụ rồi,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xử cho nó cái án nhẹ như lông loz là đc,"[1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
xử cho nó cái án nhẹ như lông loz là đc,"[0,0,0,0,0,0,0,1,0,1,1,0,0,0]"
Xử bắn ngay và luôn,"[1,1,1,1,1,1,0]"
Xử án ntn tạo điều kiện cho 3/// chống phá cho mà coi,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Xuyên táo sống bằng nuềm tin,"[0,0,0,0,0,0,0,0,0]"
Xuyến Kim,"[0,0,0,0]"
Xuống đền tội đi sống làm dì,"[0,0,0,0,0,0,0,0,0]"
xuống đền tội đi sống làm dì,"[0,0,0,0,0,0,0,0,0]"
"Xuống âm phủ, người cha xấu số và cô con gái đáng thương tiếp tục đâm đơn lên Diêm Vương kiện đòi công bằng.","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xuốc ngày lên mạng cửng L mà tưởng hay,"[1,1,1,1,1,1,1,1,1,1,1,1,0]"
xui v tr,"[0,0,0,0,0]"
xúc vật numbr chân thời mạt páp dòng họ nó sẽ trã qũa,"[1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Xúc vật 2 chân thời mạt páp dòng họ nó sẽ trã qũa,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xúc động vô cùng!,"[0,0,0,0,0,0,0,0,0]"
xuất viện về ko chết mà còn được cái giấy tâm thần là ổn định luôn 😁😁😁,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xuất sắc.. quá đẹp đôi,"[0,0,0,0,0,0,0,0,0]"
Xuất sắc,"[0,0,0,0]"
Xuân Phongn,"[0,0,0,0,0]"
"Xuân Lệ, Tuyết Nhi ơi, e ở đâu","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xuân Lan Hồng Dương Hồng Diệp Linh chi ở chỗ mô tìm mãi không ra.,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xuân Khang tk mầm nói ít người đâu dô đây,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xuan Lan đang nằm ở đâu trong đống này 😂,"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xu điên lên được,"[0,0,0,0,0,0]"
Xời,"[0,0,0,0]"
Xổng chuồng chưa kịp nhốt 😁,"[0,0,0,0,0,0,0,0,0]"
Xổng chuồng à?,"[1,1,1,1,1,1,0]"
Xồn xồn lên thế,"[0,0,0,0,0,0,0,0]"
Xồn xồn lên như nước nóng đổ vô lol,"[1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
xộn lào quá hà :))) 1 chai bán 1tr giảm còn 300k hai chai :v hàng giả chính hãng nha cả nhà :v,"[1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0]"
Xôm 😆,"[0,0,0,0,0]"
xôm,"[0,0,0,0]"
Xót xa và căm fẫn bọn cầm cán cân công lý nhưng lại fạm luật vì tiền. Tiêu tiền trên mạng sống của  đồng loại. 1 tội ác không thể dung thứ Sài Gòn 24h,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xót xa quá cầu mong 2 cha con em sớm siêu thoát ,","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xót xa quá,"[0,0,0,0,0,0,0,0]"
Xong rôi ra viên lam giây xác nhận thương tật nặng mất trí nhớ cũng nên,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
Xong mỗi lần chửi con lại bảo ko biết mày giống ai,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xong lễ 30/4 thì các cán bộ liên quan đến xét xử huyện với tỉnh này ăn không ngon ngủ không yên...,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xong lễ 30/4 bộ công an nên vào cuộc điều tra làm rỏ nguyên nhân nếu có ai chống lưng ức hiếp người dân thì trừng trị thích đáng . Để người dân an long với quê hương đất nước,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xong 30-4 rồi đẩy vụ này lên nào mn,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Xóm mình day thang như nay,"[0,0,0,0,0,0,0,0]"
Xl con gái mẹ m ra đường t rập đá chêt mẹ m,"[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
xl con gái mẹ m ra đường t rập đá chêt mẹ m,"[1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0]"
xl chứ k dám coi hết video tại mắt cỡ giùm kkk,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xl cc,"[1,1,1,1,0]"
Xĩu ngang,"[0,0,0,0,0]"
Xíu 5h em đi thì còn cơ hội cho em ko :)))),"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xinloi trên fb ăn loz à, tới tận nơi của bác cựu chiến binh đó để quỳ xuống mà xin lỗi thì may ra còn đc","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xinh xỉu🥰🥰,"[0,0,0,0,0,0,0]"
Xinh tươi lung linh luôn ạk ✨❤🥰,"[0,0,0,0,0,0,0,0,0,0,0,0]"
Xinh quá ạ,"[0,0,0,0,0]"
xinh quá,"[0,0,0,0]"
Xinh à nha,"[0,0,0,0,0]"
Xin xin cái cê,"[0,0,0,0,0,0,0]"
xin xin cái cê,"[0,0,0,0,0,0,0]"
Xin view 2 idol tóp tép này đi để sao này còn tránh,"[0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0]"
xin video ad ơi,"[0,0,0,0,0,0]"
Xin video,"[0,0,0,0]"
Xin phép gọi cô là thứ n ứ n g ngứa mắt quâ,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin phép đc cười tml này 1 cái. Nó phải sống sống thực vật để trả nghiệp đời. Chỉ thương 2 bố con đã mất thôi,"[0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin nghiêng mình trước một người làm cha như thế. Thành kính tiễn đưa anh.,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xin nghành công an nên ra luật xử lý thật nặng đối với những tên ma túy đá như thế này, thật quá nguy hiểm cho xã hội, cảm ơn.","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin mời lên phường uống trà,"[0,0,0,0,0,0,0,0]"
Xin mọi người chia sẻ để cho các cấp chính quyền vào cuộc đoi lại công lý cho 2 cha  con  làm cha làm mẹ xem và nghe nhói lòng lắm mọi người ạ,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xin lửa, nếu chỉ tai nạn bth thì chắc ko tới nỗi trả thù","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xin lũi anh ,  nhưng sao e thấy dịu hơn vợ a nữa anh :)))","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xin lỗi, nhưng mà Tưởng chạy giặc ko á🤣","[0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin lỗi xong là thôi à thằng md này :),"[0,0,0,0,0,0,0,1,1,1,0,0,0,0]"
Xin lỗi vì thật sự cảm thấy có lỗi❌ Xin lỗi cho có ✅,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xin lỗi vì cdm chỉ trích chứ có biết sai đâu , dm nhìn cái miệng cỡ đó là không ăn thua rồi 😡","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin lỗi vì bị phát hiện 😑,"[0,0,0,0,0,0,0,0,0]"
xin lỗi vì bị phát hiện,"[0,0,0,0,0,0,0,0]"
"Xin lỗi vì bị lên án😏, xin lỗi vì bị phát hiện thôi","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xin lỗi vì bị lên án xin lỗi vì bị phát hiện thôi,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin lỗi vì bị cộng đồng mạng share chứ k phải xin lỗi các bác cựu chiến binh,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xin lỗi vì bị cộng đồng mạng share chứ k phải xin lỗi các bác cựu chiến binh,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xin lỗi vì bị chười à đáng ra phải lại tới nhà numbr bác đó xin lỗi người cần xin lỗi là numbr bác đó chứ ko phải cộng đồng mạng,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin lỗi vì bị chười à ... Đáng ra phải lại tới nhà 2 bác đó xin lỗi ... Người cần xin lỗi là 2 bác đó chứ ko phải cộng đồng mạng,"[0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin lỗi vì bị cđm chỉ trích chứ chưa chắc gì nó đã biết mình sai nữa,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xin lỗi vì bị cđm chỉ trích chứ chưa chắc gì nó đã biết mình sai nữa,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xin lỗi thì trân trọng, riêng m thì có cut, chị toxic nhiều quá nên vâyk chứ gì","[0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin lỗi tại thời tiết:))),"[0,0,0,0,0,0,0,0,0,0,0,0]"
xin lỗi tại thời tiết,"[0,0,0,0,0,0,0]"
Xin lỗi rồi cđm xem sao kìa,"[0,0,0,0,0,0,0,0,0,0,0]"
xin lỗi rồi cđm xem sao kìa,"[0,0,0,0,0,0,0,0,0,0,0]"
Xin lỗi r có sửa đc cái nết ko hay là xin lỗi cho qua chuyện,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xin lỗi r có sửa đc cái nết ko hay là xin lỗi cho qua chuyện,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xin lỗi nhưng văn là Al :)),"[0,0,0,0,0,0,0,0,0,0,0]"
xin lỗi nhưng văn là al,"[0,0,0,0,0,0,0,0]"
Xin lỗi nhưng dùng văn do AI soạn 😏,"[0,0,0,0,0,0,0,0,0,0,0]"
xin lỗi ng cần được xin lỗi chưa uổn cho cái tên hay mà nhân cách như rác thôi đổ thừa tác động ngoại cảnh đi trong đầu phải có nghĩ thì miệng mới thốt ra được,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin lỗi muôn rồi không tha thứ được vô đạo Đức Giang sang dễ đổi bản tính khó voi việc vậy không làm được thì làm được việc gì,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xin lỗi mng chửi bậy tí nhưng mà đm cứ phải numbr chày không thuộc hát quốc ca thêm numbr chày không biết nhảy thêm numbr chày nữa,"[0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xin lỗi mng chửi bậy tí nhưng mà đm cứ phải 50 chày, không thuộc hát Quốc ca thêm 20 chày, không biết nhảy thêm 20 chày nữa","[0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin lỗi mà hết chuyện thì lê văn luyện đã k đi tù,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xin lỗi mà dễ thế thì t đã qlai với ngyeu cũ r=)),"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xin lỗi mà dễ thế thì t đã qlai với ngyeu cũ r,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin lỗi là xong thì k cần công an,"[0,0,0,0,0,0,0,0,0,0,0]"
xin lỗi là xong thì k cần công an,"[0,0,0,0,0,0,0,0,0,0,0]"
xin lỗi là vc của m còn tha thứ hay ko là vc của mn mang tiếng gia đình có truyền thống tốt đẹp mà vẫn để cho mất kiểm soát ngôn ngữ đc thì đừng lấy cái lý do numbrp bốc đồng gì đấy r hối hận j nx,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin lỗi kiểu này đuổi học là nhẹ nhất nhé,"[0,0,0,0,0,0,0,0,0,0,0,0]"
xin lỗi không cho góp ý là xin lỗi suôn cho qua chuyện không tha được,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin lỗi khi bị bắt lỗi chứ không phải xin lỗi vì nhận thấy bản thân sai 🙂,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Xin lỗi gì lời nói xúc phạm như vậy xin lỗi là xong ak, trong khi đó ko dám đưa cái mặt ra để nói, liệu nó có dám đối mặt với thực tế ko hay chỉ là viết vài câu xong xin xỏ cho qua mọi chuyện như vậy,,,","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xin lỗi gì lời nói xúc phạm như vậy xin lỗi là xong ak trong khi đó ko dám đưa cái mặt ra để nói liệu nó có dám đối mặt với thực tế ko hay chỉ là viết vài câu xong xin xỏ cho qua mọi chuyện như vậy,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin lỗi đéo gì bọn tao đến mà xin lỗi các cựu chiến binh kia kìa đến các nghĩa trang liệt sĩ mà thắp nhang cho các cụ rồi tự hối lỗi đi cho chúng mày ăn học rồi chúng mày đối nhân xử thế như vậy cơ à,"[0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xin lỗi đéo gì bọn tao đến mà xin lỗi các cựu chiến binh kia kìa đến các nghĩa trang liệt sĩ mà thắp nhang cho các cụ rồi tự hối lỗi đi cho chúng mày ăn học rồi chúng mày đối nhân xử thế như vậy cơ à,"[0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin lỗi cộng đồng mạng làm gì thế -)),"[0,0,0,0,0,0,0,0,0,0,0,0,0]"
xin lỗi cộng đồng mạng làm gì thế,"[0,0,0,0,0,0,0,0,0,0]"
Xin lỗi còn đ ra hồn học hành tử tế ko có ai vậy hết gia đình m đẹp mặt lắm mới đẻ đứa con như m,"[0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Xin lỗi cc cút,"[1,1,1,1,1,0]"
xin lỗi cc cút,"[1,1,1,1,1,0]"
Xin lỗi cc,"[0,0,1,1,0]"
xin lỗi cáilol có ăn có học đéo phải bọn numbr đâu mà kpit suy nghĩ,"[0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0]"
Xin lỗi cáilol 😌 có ăn có học đéo phải bọn 3/// đâu mà kpit suy nghĩ,"[1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0]"
xin lỗi cái tiên sư nhà m soạn văn mẫu à đi gặp trực tiếp mà dập đầu tạ tội,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
xin lỗi cái đkmnm,"[1,1,1,1,1,1,1,0]"
xin lỗi cái đkmnm,"[1,1,1,1,1,1,1,0]"
Xin lỗi cái địt cụ nhà mày!,"[0,0,0,1,1,1,1,1,1,1,1,0]"
Xin lỗi cái dmm thể loại có ăn học mà như kẻ vô học.. Cái loại này lớn lên trừ khi nhà 3 mẹ giàu thì nát.. Ăn cháo đá bát,"[0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0]"
